  0.0000000000    0.0150000000
  0.0002500000    0.0010000000    179    30
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0011722631    0.0011722631    0.0011722631    0.0011722631    0.0011722631
  0.0000326480    0.0000374524    0.0000493041    0.0000646456    0.0000816777
  0.0000995907    0.0001180730    0.0001369754    0.0001561929    0.0001756645
  0.0001953868    0.0002153158    0.0002354684    0.0002557972    0.0002763394
  0.0002970477    0.0003180202    0.0003391689    0.0003605243    0.0003821101
  0.0004039195    0.0004259525    0.0004482431    0.0004707809    0.0004935797
  0.0005166494    0.0005399869    0.0005636530    0.0005876308    0.0006119203
  0.0006365554    0.0006615395    0.0006869166    0.0007127003    0.0007388838
  0.0007655314    0.0007926602    0.0008202667    0.0008484221    0.0008771162
  0.0009064371    0.0009363949    0.0009670440    0.0009984350    0.0010306121
  0.0010636227    0.0010975955    0.0011325339    0.0011685870    0.0012057853
  0.0012319518    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0012319603    0.0012319603    0.0012319603    0.0012319603    0.0012319603
  0.0000362056    0.0000404882    0.0000513980    0.0000659466    0.0000823587
  0.0000997602    0.0001178155    0.0001363350    0.0001551798    0.0001743058
  0.0001936724    0.0002132693    0.0002330831    0.0002530697    0.0002732698
  0.0002936494    0.0003142255    0.0003349778    0.0003559402    0.0003770957
  0.0003984850    0.0004200741    0.0004418835    0.0004639030    0.0004861732
  0.0005086941    0.0005314522    0.0005545050    0.0005778120    0.0006013934
  0.0006252865    0.0006494913    0.0006740248    0.0006989309    0.0007241928
  0.0007497970    0.0007758415    0.0008023028    0.0008292215    0.0008566044
  0.0008844616    0.0009128745    0.0009418464    0.0009714248    0.0010016537
  0.0010325230    0.0010641546    0.0010965756    0.0011298301    0.0011639825
  0.0011991310    0.0012353535    0.0012726941    0.0012910442    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0012910561    0.0012910561    0.0012910561    0.0012910561    0.0012910561
  0.0000398512    0.0000437205    0.0000538171    0.0000675322    0.0000832735
  0.0001001667    0.0001177579    0.0001358912    0.0001544175    0.0001732148
  0.0001922629    0.0002114940    0.0002309859    0.0002506472    0.0002704915
  0.0002905594    0.0003107832    0.0003312000    0.0003517999    0.0003726064
  0.0003935756    0.0004147310    0.0004361169    0.0004576892    0.0004794986
  0.0005015418    0.0005237815    0.0005462685    0.0005690062    0.0005920015
  0.0006152610    0.0006387747    0.0006626407    0.0006867743    0.0007111926
  0.0007359869    0.0007611336    0.0007866226    0.0008124842    0.0008387761
  0.0008654847    0.0008926406    0.0009202674    0.0009484025    0.0009770762
  0.0010062921    0.0010361043    0.0010665771    0.0010977005    0.0011295659
  0.0011621868    0.0011956683    0.0012300104    0.0012653249    0.0013016999
  0.0013391693    0.0013496149    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0013496013    0.0013496013    0.0013496013    0.0013496013    0.0013496013
  0.0000436256    0.0000471018    0.0000564124    0.0000693483    0.0000844865
  0.0001008376    0.0001179815    0.0001357150    0.0001538618    0.0001722662
  0.0001910161    0.0002099422    0.0002291190    0.0002484924    0.0002680825
  0.0002877744    0.0003076966    0.0003277916    0.0003480424    0.0003684729
  0.0003890998    0.0004099063    0.0004308924    0.0004520547    0.0004734711
  0.0004950365    0.0005168392    0.0005388349    0.0005610814    0.0005835345
  0.0006062384    0.0006291727    0.0006523983    0.0006758815    0.0006996594
  0.0007236982    0.0007480385    0.0007727278    0.0007977560    0.0008231161
  0.0008488592    0.0008749681    0.0009014836    0.0009284531    0.0009558462
  0.0009837068    0.0010120722    0.0010409662    0.0010704464    0.0011005025
  0.0011311989    0.0011625629    0.0011946248    0.0012274727    0.0012611304
  0.0012956487    0.0013311529    0.0013676363    0.0014052514    0.0014076265
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0014076434    0.0014076434    0.0014076434    0.0014076434    0.0014076434
  0.0000475152    0.0000506593    0.0000592788    0.0000714828    0.0000859230
  0.0001017320    0.0001184152    0.0001357828    0.0001535298    0.0001716224
  0.0001900335    0.0002086886    0.0002275537    0.0002466289    0.0002658531
  0.0002852739    0.0003049251    0.0003246779    0.0003446543    0.0003647324
  0.0003850341    0.0004054916    0.0004261253    0.0004469488    0.0004679484
  0.0004891344    0.0005105169    0.0005320790    0.0005538410    0.0005758469
  0.0005980662    0.0006204991    0.0006431589    0.0006660728    0.0006892375
  0.0007126495    0.0007363596    0.0007603307    0.0007846168    0.0008091977
  0.0008341038    0.0008593251    0.0008849428    0.0009108958    0.0009372216
  0.0009639946    0.0009911675    0.0010188146    0.0010469090    0.0010755353
  0.0011046292    0.0011343228    0.0011646195    0.0011955125    0.0012270865
  0.0012593788    0.0012924096    0.0013262706    0.0013609685    0.0013966116
  0.0014332204    0.0014652044    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0014651739    0.0014651739    0.0014651739    0.0014651739    0.0014651739
  0.0000515199    0.0000544541    0.0000623281    0.0000738138    0.0000876374
  0.0001028840    0.0001191335    0.0001360267    0.0001534011    0.0001711616
  0.0001893017    0.0002076112    0.0002261917    0.0002449823    0.0002639422
  0.0002830513    0.0003023908    0.0003218861    0.0003415169    0.0003613036
  0.0003813275    0.0004014733    0.0004217818    0.0004422393    0.0004629137
  0.0004837032    0.0005047164    0.0005259126    0.0005472883    0.0005688572
  0.0005906429    0.0006125912    0.0006347767    0.0006571891    0.0006798117
  0.0007026816    0.0007258022    0.0007491803    0.0007727922    0.0007967124
  0.0008208935    0.0008453863    0.0008701705    0.0008952799    0.0009207587
  0.0009465796    0.0009727394    0.0009993091    0.0010262922    0.0010536853
  0.0010815425    0.0011098605    0.0011387037    0.0011680550    0.0011979587
  0.0012284620    0.0012595685    0.0012913458    0.0013238312    0.0013570416
  0.0013910619    0.0014259393    0.0014617553    0.0014984860    0.0015222402
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0015222537    0.0015222537    0.0015222537    0.0015222537    0.0015222537
  0.0000556263    0.0000582488    0.0000656552    0.0000764295    0.0000896025
  0.0001043070    0.0001200483    0.0001365078    0.0001535163    0.0001709380
  0.0001887054    0.0002067574    0.0002250397    0.0002435863    0.0002622482
  0.0002810997    0.0003001343    0.0003193585    0.0003387183    0.0003582407
  0.0003779800    0.0003977599    0.0004177770    0.0004379431    0.0004582990
  0.0004787905    0.0004994377    0.0005203018    0.0005412608    0.0005624367
  0.0005837954    0.0006053846    0.0006271330    0.0006490712    0.0006712465
  0.0006936014    0.0007161833    0.0007390362    0.0007620959    0.0007854096
  0.0008089605    0.0008328096    0.0008569297    0.0008813107    0.0009060102
  0.0009310078    0.0009563171    0.0009820026    0.0010080370    0.0010344373
  0.0010612137    0.0010884102    0.0011160303    0.0011440908    0.0011726222
  0.0012016721    0.0012312200    0.0012613337    0.0012920302    0.0013233636
  0.0013553239    0.0013879888    0.0014214094    0.0014555889    0.0014905916
  0.0015265126    0.0015633823    0.0015788626    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0015788491    0.0015788491    0.0015788491    0.0015788491    0.0015788491
  0.0000598818    0.0000623010    0.0000690908    0.0000792823    0.0000918184
  0.0001059469    0.0001212138    0.0001372735    0.0001538551    0.0001709651
  0.0001884072    0.0002061543    0.0002241249    0.0002423327    0.0002607574
  0.0002793582    0.0002981014    0.0003171020    0.0003362043    0.0003554218
  0.0003748493    0.0003944395    0.0004141449    0.0004340061    0.0004540503
  0.0004742300    0.0004945520    0.0005150706    0.0005357314    0.0005565684
  0.0005775409    0.0005987303    0.0006201027    0.0006416444    0.0006633691
  0.0006852971    0.0007074284    0.0007297866    0.0007523448    0.0007751334
  0.0007981625    0.0008214051    0.0008449018    0.0008686696    0.0008926812
  0.0009169945    0.0009415923    0.0009664680    0.0009916892    0.0010172222
  0.0010430940    0.0010693351    0.0010959454    0.0011229285    0.0011503385
  0.0011781483    0.0012064324    0.0012351739    0.0012644203    0.0012941816
  0.0013244953    0.0013553713    0.0013868911    0.0014190648    0.0014518958
  0.0014854349    0.0015197973    0.0015549695    0.0015910091    0.0016279973
  0.0016350413    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
  0.0016350243    0.0016350243    0.0016350243    0.0016350243    0.0016350243
